qid,prompt_name,top_k,model,sc_label,sc_confidence,score,n_benefit,n_hurt,n_unknown
359349,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
359349,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
359349,coverage,3,R1-14B,Benefit,1.0,1.0,5,0,0
359349,coverage,5,R1-14B,Benefit,1.0,1.0,5,0,0
359349,coverage,10,R1-14B,Hurt,0.6,0.4,2,3,0
405717,comparative,3,R1-14B,Benefit,0.6,0.6,3,2,0
405717,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
405717,comparative,10,R1-14B,Benefit,0.8,0.8,4,1,0
405717,coverage,3,R1-14B,Benefit,1.0,1.0,5,0,0
405717,coverage,5,R1-14B,Benefit,1.0,1.0,5,0,0
405717,coverage,10,R1-14B,Benefit,1.0,1.0,5,0,0
443396,comparative,3,R1-14B,Benefit,1.0,1.0,5,0,0
443396,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
443396,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
443396,coverage,3,R1-14B,Benefit,1.0,1.0,5,0,0
443396,coverage,5,R1-14B,Benefit,1.0,1.0,5,0,0
443396,coverage,10,R1-14B,Benefit,1.0,1.0,5,0,0
451602,comparative,3,R1-14B,Benefit,0.8,0.8,4,1,0
451602,comparative,5,R1-14B,Hurt,0.6,0.4,2,3,0
451602,comparative,10,R1-14B,Benefit,0.6,0.6,3,2,0
451602,coverage,3,R1-14B,Hurt,1.0,0.0,0,5,0
451602,coverage,5,R1-14B,Hurt,1.0,0.0,0,5,0
451602,coverage,10,R1-14B,Hurt,0.8,0.19999999999999996,1,4,0
489204,comparative,3,R1-14B,Benefit,1.0,1.0,5,0,0
489204,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
489204,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
489204,coverage,3,R1-14B,Benefit,1.0,1.0,5,0,0
489204,coverage,5,R1-14B,Benefit,1.0,1.0,5,0,0
489204,coverage,10,R1-14B,Benefit,1.0,1.0,5,0,0
490595,comparative,3,R1-14B,Benefit,1.0,1.0,5,0,0
490595,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
490595,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
490595,coverage,3,R1-14B,Hurt,1.0,0.0,0,5,0
490595,coverage,5,R1-14B,Hurt,1.0,0.0,0,5,0
490595,coverage,10,R1-14B,Hurt,1.0,0.0,0,5,0
527433,comparative,3,R1-14B,Benefit,1.0,1.0,4,0,1
527433,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
527433,comparative,10,R1-14B,Benefit,0.8,0.8,4,1,0
527433,coverage,3,R1-14B,Benefit,1.0,1.0,5,0,0
527433,coverage,5,R1-14B,Benefit,1.0,1.0,5,0,0
527433,coverage,10,R1-14B,Benefit,1.0,1.0,5,0,0
573724,comparative,3,R1-14B,Benefit,1.0,1.0,5,0,0
573724,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
573724,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
573724,coverage,3,R1-14B,Hurt,1.0,0.0,0,5,0
573724,coverage,5,R1-14B,Hurt,1.0,0.0,0,5,0
573724,coverage,10,R1-14B,Hurt,1.0,0.0,0,5,0
833860,comparative,3,R1-14B,Benefit,0.8,0.8,4,1,0
833860,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
833860,comparative,10,R1-14B,Benefit,0.8,0.8,4,1,0
833860,coverage,3,R1-14B,Benefit,1.0,1.0,5,0,0
833860,coverage,5,R1-14B,Benefit,1.0,1.0,5,0,0
833860,coverage,10,R1-14B,Benefit,1.0,1.0,5,0,0
855410,comparative,3,R1-14B,Benefit,1.0,1.0,5,0,0
855410,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
855410,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
855410,coverage,3,R1-14B,Benefit,1.0,1.0,5,0,0
855410,coverage,5,R1-14B,Benefit,1.0,1.0,5,0,0
855410,coverage,10,R1-14B,Benefit,1.0,1.0,5,0,0
915593,comparative,3,R1-14B,Benefit,1.0,1.0,5,0,0
915593,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
915593,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
915593,coverage,3,R1-14B,Benefit,1.0,1.0,5,0,0
915593,coverage,5,R1-14B,Benefit,1.0,1.0,5,0,0
915593,coverage,10,R1-14B,Benefit,1.0,1.0,5,0,0
962179,comparative,3,R1-14B,Benefit,0.6,0.6,3,2,0
962179,comparative,5,R1-14B,Benefit,0.8,0.8,4,1,0
962179,comparative,10,R1-14B,Benefit,0.6,0.6,3,2,0
962179,coverage,3,R1-14B,Hurt,1.0,0.0,0,5,0
962179,coverage,5,R1-14B,Hurt,1.0,0.0,0,5,0
962179,coverage,10,R1-14B,Hurt,1.0,0.0,0,5,0
1037798,comparative,3,R1-14B,Benefit,0.6,0.6,3,2,0
1037798,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
1037798,comparative,10,R1-14B,Hurt,0.8,0.19999999999999996,1,4,0
1037798,coverage,3,R1-14B,Benefit,1.0,1.0,5,0,0
1037798,coverage,5,R1-14B,Benefit,1.0,1.0,5,0,0
1037798,coverage,10,R1-14B,Benefit,1.0,1.0,5,0,0
1063750,comparative,3,R1-14B,Benefit,1.0,1.0,4,0,1
1063750,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
1063750,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
1063750,coverage,3,R1-14B,Benefit,1.0,1.0,5,0,0
1063750,coverage,5,R1-14B,Benefit,1.0,1.0,5,0,0
1063750,coverage,10,R1-14B,Benefit,1.0,1.0,5,0,0
1103812,comparative,3,R1-14B,Benefit,1.0,1.0,5,0,0
1103812,comparative,5,R1-14B,Benefit,0.8,0.8,4,1,0
1103812,comparative,10,R1-14B,Benefit,0.8,0.8,4,1,0
1103812,coverage,3,R1-14B,Benefit,0.6,0.6,3,2,0
1103812,coverage,5,R1-14B,Hurt,0.8,0.19999999999999996,1,4,0
1103812,coverage,10,R1-14B,Benefit,0.6,0.6,3,2,0
1106007,comparative,3,R1-14B,Benefit,0.8,0.8,4,1,0
1106007,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
1106007,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
1106007,coverage,3,R1-14B,Hurt,1.0,0.0,0,5,0
1106007,coverage,5,R1-14B,Hurt,1.0,0.0,0,5,0
1106007,coverage,10,R1-14B,Hurt,1.0,0.0,0,5,0
1110199,comparative,3,R1-14B,Benefit,1.0,1.0,5,0,0
1110199,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
1110199,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
1110199,coverage,3,R1-14B,Benefit,1.0,1.0,5,0,0
1110199,coverage,5,R1-14B,Benefit,1.0,1.0,5,0,0
1110199,coverage,10,R1-14B,Benefit,1.0,1.0,5,0,0
1112341,comparative,3,R1-14B,Benefit,0.8,0.8,4,1,0
1112341,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
1112341,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
1112341,coverage,3,R1-14B,Benefit,1.0,1.0,5,0,0
1112341,coverage,5,R1-14B,Benefit,1.0,1.0,5,0,0
1112341,coverage,10,R1-14B,Benefit,1.0,1.0,5,0,0
1113437,comparative,3,R1-14B,Benefit,1.0,1.0,5,0,0
1113437,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
1113437,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
1113437,coverage,3,R1-14B,Benefit,1.0,1.0,5,0,0
1113437,coverage,5,R1-14B,Benefit,1.0,1.0,5,0,0
1113437,coverage,10,R1-14B,Hurt,1.0,0.0,0,5,0
1114646,comparative,3,R1-14B,Benefit,1.0,1.0,5,0,0
1114646,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
1114646,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
1114646,coverage,3,R1-14B,Hurt,1.0,0.0,0,5,0
1114646,coverage,5,R1-14B,Hurt,1.0,0.0,0,5,0
1114646,coverage,10,R1-14B,Hurt,1.0,0.0,0,5,0
1114819,comparative,3,R1-14B,Benefit,1.0,1.0,5,0,0
1114819,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
1114819,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
1114819,coverage,3,R1-14B,Benefit,1.0,1.0,5,0,0
1114819,coverage,5,R1-14B,Benefit,1.0,1.0,5,0,0
1114819,coverage,10,R1-14B,Benefit,0.6,0.6,3,2,0
1115776,comparative,3,R1-14B,Benefit,1.0,1.0,5,0,0
1115776,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
1115776,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
1115776,coverage,3,R1-14B,Benefit,1.0,1.0,5,0,0
1115776,coverage,5,R1-14B,Benefit,1.0,1.0,5,0,0
1115776,coverage,10,R1-14B,Benefit,0.6,0.6,3,2,0
1117099,comparative,3,R1-14B,Benefit,1.0,1.0,5,0,0
1117099,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
1117099,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
1117099,coverage,3,R1-14B,Benefit,1.0,1.0,5,0,0
1117099,coverage,5,R1-14B,Hurt,1.0,0.0,0,5,0
1117099,coverage,10,R1-14B,Hurt,1.0,0.0,0,5,0
1121402,comparative,3,R1-14B,Benefit,1.0,1.0,5,0,0
1121402,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
1121402,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
1121402,coverage,3,R1-14B,Hurt,1.0,0.0,0,5,0
1121402,coverage,5,R1-14B,Hurt,1.0,0.0,0,5,0
1121402,coverage,10,R1-14B,Hurt,1.0,0.0,0,5,0
1121709,comparative,3,R1-14B,Benefit,1.0,1.0,5,0,0
1121709,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
1121709,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
1121709,coverage,3,R1-14B,Benefit,1.0,1.0,5,0,0
1121709,coverage,5,R1-14B,Benefit,1.0,1.0,5,0,0
1121709,coverage,10,R1-14B,Benefit,1.0,1.0,5,0,0
1124210,comparative,3,R1-14B,Benefit,1.0,1.0,5,0,0
1124210,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
1124210,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
1124210,coverage,3,R1-14B,Hurt,1.0,0.0,0,5,0
1124210,coverage,5,R1-14B,Hurt,1.0,0.0,0,5,0
1124210,coverage,10,R1-14B,Hurt,1.0,0.0,0,5,0
1129237,comparative,3,R1-14B,Benefit,1.0,1.0,5,0,0
1129237,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
1129237,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
1129237,coverage,3,R1-14B,Benefit,1.0,1.0,5,0,0
1129237,coverage,5,R1-14B,Benefit,1.0,1.0,5,0,0
1129237,coverage,10,R1-14B,Benefit,1.0,1.0,5,0,0
1133167,comparative,3,R1-14B,Benefit,1.0,1.0,5,0,0
1133167,comparative,5,R1-14B,Benefit,1.0,1.0,5,0,0
1133167,comparative,10,R1-14B,Benefit,1.0,1.0,5,0,0
1133167,coverage,3,R1-14B,Hurt,1.0,0.0,0,5,0
1133167,coverage,5,R1-14B,Hurt,1.0,0.0,0,5,0
1133167,coverage,10,R1-14B,Hurt,1.0,0.0,0,5,0
